https://tudatalib.ulb.tu-darmstadt.de/handle/tudatalib/2478

Quelle	Autor	Titel	Jahr	Journal	Typ	DOI	Gelesen?	Empirisch?	Ausschlusspunkt	Ausschlussgrund	Kommentar	Feld	Thema	HMD	Interaction device	No Participants	Low Abstraction	Medium	High	Exactly like RE	Similar to RE	Different to RE	Training	No Training	Walking	Balance	Navigation / Orientation	Searching / Identifying	Reaching	Picking / Manual object interaction	Cognitive / Memory tasks	Spatial Perception	Quantitative	Qualitative	Experiment	Secondary research 	Subjective feedback	Consistent	Better	Worse
WOS	"Krijn, M; Emmelkamp, PMG; Biemond, R; de Ligny, CD; Schuemie, MJ; van der Mast, CAPG"	Treatment of acrophobia in virtual reality: The role of immersion and presence	2004	BEHAVIOUR RESEARCH AND THERAPY	Article	10.1016/S0005-7967(03)00139-6		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Rehabilitation / Treatment																											
WOS	"Barrera, S; Romanos, P; Saito, S; Takahashi, H; Nakajima, M"	WARAJI: Foot-driven navigation interfaces for virtual reality applications	2004	ADVANCES IN MULTIMEDIA INFORMATION PROCESSING - PCM 2004, PT 3, PROCEEDINGS	"Article; Proceedings Paper"			Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Movement / Navigation																											
WOS	"Choi, JD; Jang, BT; Hwang, CJ"	Collaborative interactions on 3D display for multi-user game environments	2004	COMPUTER HUMAN INTERACTION: PROCEEDINGS	"Article; Proceedings Paper"			Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Collaboration / Interaction																											
WOS	"Suzuki, Y; Onda, Y; Katada, S; Ino, S; Ifukube, T"	Effects of an eyeglass-free 3-D display on the human visual system	2004	JAPANESE JOURNAL OF OPHTHALMOLOGY	Article	10.1007/s10384-003-0001-7		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Effect of HMDs on Eyesight																											
WOS	"Huang, WS; Shing, CY; Fung, CP; Chuang, TY; Jeng, MC; Doong, JL"	Assessment of various display devices on a virtual reality-based hand rehabilitation system	2004	ROBOTICA	Article	10.1017/S0263574703005447		Ja	Abstract	kein Vergleich zu realer Anwendung		Medizin	Rehabilitation / Treatment																											
WOS	"Yambe, T; Yoshizawa, M; Fukudo, S; Fukuda, H; Kawashima, R; Shizuka, K; Nanka, S; Tanaka, A; Abe, K; Shouji, T; Hongo, M; Tabayashi, K; Nitta, S"	Can personality traits predict pathological responses to audiovisual stimulation?	2003	BIOMEDICINE & PHARMACOTHERAPY	"Article; Proceedings Paper"	10.1016/j.biopha.2003.08.010		Ja	Abstract	VR nur als Methode		Psychology / Human factors	Effect of Immersion																											
WOS	"Lott, A; Bisson, E; Lajoie, Y; McComas, J; Sveistrup, H"	The effect of two types of virtual reality on voluntary center of pressure displacement	2003	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/109493103769710505		Ja	Sample		evtl. Verlgleich von reaching task	Ergonomie	Balance	Sony Glasstron VR	Video motion tracking	18			x		x			x					x				x		x					x
WOS	"Simpson, G; Johnston, L; Richardson, M"	An investigation of road crossing in a virtual environment	2003	ACCIDENT ANALYSIS AND PREVENTION	Article	10.1016/S0001-4575(02)00081-7		Ja	Abstract	VR nur als Methode		Psychology / Human factors	Visual perception																											
WOS	"Webb, NA; Griffin, MJ"	Eye movement, vection, and motion sickness with foveal and peripheral vision	2003	AVIATION SPACE AND ENVIRONMENTAL MEDICINE	Article			Ja	Abstract	kein Bezug zu manueller Kommissionierung		Human Biology	Cybersickness / Fatigue																											
WOS	"Baumann, S; Neff, C; Fetzick, S; Stangl, G; Basler, L; Vereneck, R; Schneider, W"	A virtual reality system for Neurobehavioral and functional MRI studies	2003	CYBERPSYCHOLOGY & BEHAVIOR	"Article; Proceedings Paper"	10.1089/109493103322011542		Nein	Abstract	nur Technik		Psychology / Human factors	Software development																											
WOS	"Schneider, SM; Ellis, M; Coombs, WT; Shonkwiler, EL; Folsom, LC"	Virtual reality intervention for older women with breast cancer	2003	CYBERPSYCHOLOGY & BEHAVIOR	"Article; Proceedings Paper"	10.1089/109493103322011605		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort / Stress																											
WOS	"Wendt, M; Sauer, F; Khamene, A; Bascle, B; Vogt, S; Wacker, FK"	A head-mounted display system for augmented reality: Initial evaluation for interventional MRI	2003	ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN	Article	10.1055/s-2003-37831		Ja	Titel	nicht Englisch																														
WOS	"Reinhart, G; Patron, C"	Integrating augmented reality in the assembly domain - Fundamentals, benefits and applications	2003	CIRP ANNALS-MANUFACTURING TECHNOLOGY	Article	10.1016/S0007-8506(07)60517-4		Nein	Titel	kein VR																														
WOS	"de la Riviere, JB; Guitton, P"	Hand postures recognition in large-display VR environments	2003	GESTURE-BASED COMMUNICATION IN HUMAN-COMPUTER INTERACTION	"Article; Proceedings Paper"			Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Control of VR / Human-Computer Interface																											
WOS	"Hadipriono, FC; Duane, JW; Nemeth, ZA; Won, S"	Implementation of a virtual environment for traffic accident simulation Part II: Developing the virtual environment	2003	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS	Article			Nein	Abstract	nur Technik		Ingenieurwesen / Physik	Software development																											
WOS	"Baram, Y; Aharon-Peretz, J; Simionovici, Y; Ron, L"	Walking on virtual tiles	2002	NEURAL PROCESSING LETTERS	Article	10.1023/A:1021778608344		Ja	Volltext	kein VR	evtl. Vergleich Laufen	Medizin	Rehabilitation / Treatment																											
WOS	Lin, CS	An eye behavior measuring device for VR system	2002	OPTICS AND LASERS IN ENGINEERING	Article	10.1016/S0143-8166(02)00034-9		Nein	Titel	nur Technik		Human Biology	Measurement of body functions																											
WOS	"Moreno, R; Mayer, RE"	Learning science in virtual reality multimedia environments: Role of methods and media	2002	JOURNAL OF EDUCATIONAL PSYCHOLOGY	Article	10.1037//0022-0663.94.3.598		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Training																											
WOS	"Zhao, QL; Wang, ZQ; Mu, GG; Lu, ZW"	Refractive-diffractive visual system for micro-display of LCOS	2002	CHINESE SCIENCE BULLETIN	Article	10.1360/02tb9297			Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Antoniac, P; Pulli, P; Kuroda, T; Bendas, D; Hickey, S; Sasaki, H"	Wireless user perspectives in Europe: HandSmart mediaphone interface	2002	WIRELESS PERSONAL COMMUNICATIONS	"Article; Proceedings Paper"	10.1023/A:1019960305038		Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Cho, BH; Ku, JH; Jang, DP; Kim, S; Lee, YH; Kim, IY; Lee, JH; Kim, SI"	The effect of virtual reality cognitive training for attention enhancement	2002	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/109493102753770516		Ja	Sample		Vergleich: kognitives Training	Psychology / Human factors	Training	HMD Daeyang ERC	None	30	x			x			x								x		x		x				x	
WOS	"Hanna, G; Cuschieri, A"	Image display technology and image processing	2001	WORLD JOURNAL OF SURGERY	Article	10.1007/s00268-001-0127-z		Nein	Abstract	nur Technik		Medizin	Image of VR / Use of VR																											
WOS	"Regenbrecht, H; Baratoff, G; Wagner, M"	A tangible AR desktop environment	2001	COMPUTERS & GRAPHICS-UK	Article	10.1016/S0097-8493(01)00118-2		Nein	Titel	kein VR																														
WOS	"Neale, H; Nichols, S"	Theme-based content analysis: a flexible method for virtual environment evaluation	2001	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES	Article	10.1006/ijhc.2001.0475		Nein	Abstract	nur Technik		Psychology / Human factors	Emotions / Empathy / Fear																											
WOS	"Rizzo, AA; Buckwalter, JG; McGee, JS; Bowerly, T; van der Zaag, C; Neumann, U; Thiebaux, M; Kim, L; Pair, J; Chua, C"	Virtual environments for assessing and rehabilitating cognitive/functional performance - A review of projects at the USC Integrated Media Systems Center	2001	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/1054746011470226		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Rehabilitation / Treatment																											
WOS	"Schultheis, MT; Mourant, RR"	Virtual reality and driving: Tthe road to better assessment for cognitively impaired populations	2001	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/1054746011470271		Nein	Volltext	nur Technik	evtl. Vergleich Autofahren	Psychology / Human factors	Diagnosis																											
WOS	"Marsh, T; Wright, P; Smith, S"	Evaluation for the design of experience in virtual environments: Modeling breakdown of interaction and illusion	2001	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/109493101300117910		Nein	Abstract	nur Technik		Psychology / Human factors	Control of VR / Human-Computer Interface																											
WOS	"Di Girolamo, S; Picciotti, P; Sergi, B; Di Nardo, W; Paludetti, G; Ottaviani, F"	Vestibule-ocular reflex modification after virtual environment exposure	2001	ACTA OTO-LARYNGOLOGICA	Article			Ja	Abstract	kein Bezug zu manueller Kommissionierung		Human Biology	Measurement of body functions																											
WOS	"Bochenek, GM; Ragusa, JM; Malone, LC"	Integrating virtual 3-D display systems into product design reviews: some insights from empirical testing	2001	INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT	Article	10.1504/IJTM.2001.002917		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Design	Collaboration / Interaction																											
WOS	"Korves, B; Loftus, M"	Designing an immersive virtual reality interface for layout planning	2000	JOURNAL OF MATERIALS PROCESSING TECHNOLOGY	"Article; Proceedings Paper"	10.1016/S0924-0136(00)00717-2		Nein	Abstract	nur Technik		Manufacturing	Software development																											
WOS	"Viaud-Delmon, I; Ivanenko, YP; Berthoz, A; Jouvent, R"	Adaptation as a sensorial profile in trait anxiety: A study with virtual reality	2000	JOURNAL OF ANXIETY DISORDERS	Article	10.1016/S0887-6185(00)00052-9		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Emotions / Empathy / Fear																											
WOS	"Kesztyues, TI; Mehlitz, M; Schilken, E; Weniger, G; Wolf, S; Piccolo, U; Irle, E; Rienhoff, O"	Preclinical evaluation of a virtual reality neuropsychological test system: Occurrence of side effects	2000	CYBERPSYCHOLOGY & BEHAVIOR	"Article; Proceedings Paper"	10.1089/10949310050078788		Ja	Abstract	nur Technik		Medizin	Diagnosis																											
WOS	"Rizzo, AA; Buckwalter, JG; Bowerly, T; van der Zaag, C; Humphrey, L; Neumann, U; Chua, C; Kyriakakis, C; Van Rooyen, A; Sisemore, D"	The virtual classroom: A Virtual Reality Environment for the assessment and rehabilitation of attention deficits	2000	CYBERPSYCHOLOGY & BEHAVIOR	"Article; Proceedings Paper"	10.1089/10949310050078940		Nein	Abstract	nur Technik		Psychology / Human factors	Rehabilitation / Treatment																											
WOS	"Hill, KJ; Howarth, PA"	Habituation to the side effects of immersion in a virtual environment	2000	DISPLAYS	Article	10.1016/S0141-9382(00)00029-9		Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Geelhoed, E; Falahee, M; Latham, K"	Safety and comfort of eyeglass displays	2000	HANDHELD AND UBIQUITOUS COMPUTING, PROCEEDINGS	"Article; Proceedings Paper"			Nein	Abstract	nur Technik		Human Biology	Effect of HMDs on Eyesight																											
WOS	"Birkfellner, W; Figl, M; Huber, K; Watzinger, F; Wanschitz, F; Hanel, R; Wagner, A; Rafolt, D; Ewers, R; Bergmann, H"	The varioscope AR - A head-mounted operating microscope for augmented reality	2000	MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2000	"Article; Proceedings Paper"			?	Titel	kein VR																														
WOS	"Wu, JR; Ouhyoung, M"	On latency compensation and its effects on head-motion trajectories in virtual environments	2000	VISUAL COMPUTER	Article			Ja	Abstract	nur Technik		Softwareentwicklung	Evaluation of VR systems																											
WOS	"Wagner, A; Millesi, W; Watzinger, F; Truppe, M; Rasse, M; Enislidis, G; Kermer, C; Ewers, R"	Clinical experience with interactive teleconsultation and teleassistance in craniomaxillofacial surgical procedures	1999	JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY	Article	10.1016/S0278-2391(99)90722-X		Ja	Abstract	kein VR																														
WOS	"Kuno, S; Kawakita, T; Kawakami, O; Miyake, Y; Watanabe, S"	Postural adjustment response to depth direction moving patterns produced by virtual reality graphics	1999	JAPANESE JOURNAL OF PHYSIOLOGY	Article	10.2170/jjphysiol.49.417		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Ergonomie	Balance																											
WOS	"So, RHY; Chung, GKM; Goonetilleke, RS"	Target-directed head movements in a head-coupled virtual environment: Predicting the effects of lags using Fitts' law	1999	HUMAN FACTORS	Article	10.1518/001872099779611067		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Softwareentwicklung	Tracking / Motion Capturing (Evaluation)																											
WOS	"Morse, SE; Jiang, BC"	Oculomotor function after virtual reality use differentiates symptomatic from asymptomatic individuals	1999	OPTOMETRY AND VISION SCIENCE	Article	10.1097/00006324-199909000-00021		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Effect of HMDs on Eyesight																											
WOS	Riva, G	Virtual reality as communication tool: A sociocognitive analysis	1999	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/105474699566341		Nein	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Collaboration / Interaction																											
WOS	"Cobb, SVG; Nichols, S; Ramsey, A; Wilson, JR"	Virtual reality-induced symptoms and effects (VRISE)	1999	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	"Article; Proceedings Paper"	10.1162/105474699566152		Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Effect of Immersion																											
WOS	Cameron, AA	Visor projected helmet mounted displays technology and applications	1999	MICROPROCESSORS AND MICROSYSTEMS	Article	10.1016/S0141-9331(98)00105-7		Nein	Abstract	kein VR																														
WOS	"Howarth, PA; Finch, M"	The nauseogenicity of two methods of navigating within a virtual environment	1999	APPLIED ERGONOMICS	Article	10.1016/S0003-6870(98)00041-6		ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Übelkeit bein Laufen in VR	Ergonomie	Cybersickness / Fatigue	Virtual i-glasses		14																								
WOS	Howarth, PA	Oculomotor changes within virtual environments	1999	APPLIED ERGONOMICS	Article	10.1016/S0003-6870(98)00043-X		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Human Biology	Effect of HMDs on Eyesight																											
WOS	Nichols, S	Physical ergonomics of virtual environment use	1999	APPLIED ERGONOMICS	Article	10.1016/S0003-6870(98)00045-3		ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Ergonomie / Interaktion in VR	Ergonomie	Evaluation of VR systems	multiple		9																								
WOS	"Cobb, SVG; Nichols, SC"	Static posture tests for the assessment of postural instability after virtual environment use	1998	BRAIN RESEARCH BULLETIN	Article	10.1016/S0361-9230(98)00104-X		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Human Biology	Balance																											
WOS	"Kramer, PD; Roberts, DC; Shelhamer, M; Zee, DS"	A versatile stereoscopic visual display system for vestibular and oculomotor research	1998	JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION	Article			Nein	Abstract	nur Technik		Human Biology	Hardware development																											
WOS	"Emura, S; Tachi, S"	Multisensor integrated prediction for virtual reality	1998	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/105474698565811		Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Tracking / Motion Capturing (Evaluation)																											
WOS	"Lamour, R; Beach, DS; Berger, M; Marianovsky, E"	Advances in electrolytic sensors and their use in crash dummies	1998	MEASUREMENTS & CONTROL	Article				Titel	kein Zugriff																														
WOS	"Mon-Williams, M; Plooy, A; Burgess-Limerick, R; Wann, J"	Gaze angle: a possible mechanism of visual stress in virtual reality headsets	1998	ERGONOMICS	Article	10.1080/001401398187035		Ja	Abstract	nur Technik		Human Biology	Effect of HMDs on Eyesight																											
WOS	"Satava, RM; Jones, SB"	Current and future applications of virtual reality for medicine	1998	PROCEEDINGS OF THE IEEE	Article	10.1109/5.662873		Nein	Abstract	kein VR																														
WOS	"Howarth, PA; Costello, PJ"	The occurrence of virtual simulation sickness symptoms when an HMD was used as a personal viewing system	1997	DISPLAYS	Article	10.1016/S0141-9382(97)00011-5		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Traill, DM; Bowskill, JM; Lawrence, PJ"	Interactive collaborative media environments	1997	BT TECHNOLOGY JOURNAL	Article	10.1023/A:1018639714611		Nein	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Collaboration / Interaction																											
