Title,Rank,Impact_Factor,5_Yr_IF,Half_Life,Percentage_Citable,Avg_IF_Percentile
annee psychologique,11870,0.5,0.898,16.7,93.75,7.609
astronomy & geophysics,11870,0.5,0.29,10.1,100.0,4.632
annales polonici mathematici,11870,0.5,0.518,18.7,100.0,17.438
ciencia florestal,11870,0.5,0.757,6.6,97.24,12.5
electronic research announcements in mathematical sciences,11870,0.5,0.368,12.4,100.0,17.438
english language & linguistics,11870,0.5,0.682,9.1,92.0,27.54
georgian mathematical journal,11870,0.5,0.505,8.4,98.46,17.438
german journal of agricultural economics,11870,0.5,0.537,6.3,100.0,7.143
hong kong law journal,11870,0.5,0.368,6.7,95.56,17.208
japanese journal of applied entomology and zoology,11870,0.5,0.445,24.2,80.0,12.376
linguistica antverpiensia new series-themes in translation studies,11870,0.5,0.833,7.1,100.0,27.54
network-computation in neural systems,11870,0.5,0.743,18.8,,3.593
paleontological journal,11870,0.5,0.623,11.4,100.0,0.909
polish journal of ecology,11870,0.5,0.729,8.1,100.0,5.655
proceedings of the yorkshire geological society,11870,0.5,0.571,28.1,100.0,3.191
pacific economic review,11870,0.5,0.74,9.6,100.0,8.491
seed science and technology,11870,0.5,0.641,15.0,100.0,7.28
sociologus,11870,0.5,0.458,,100.0,15.556
soil mechanics and foundation engineering,11870,0.5,0.542,6.8,100.0,3.846
terapia psicologica,11870,0.5,0.964,6.9,87.5,4.962
international journal of morphology,11891,0.499,0.531,6.1,97.53,7.143
annales de dermatologie et de venereologie,11892,0.498,0.518,10.0,91.58,3.676
doklady chemistry,11893,0.497,0.56,7.1,100.0,8.757
orvosi hetilap,11893,0.497,0.396,6.1,71.26,10.606
theory of computing systems,11893,0.497,0.562,8.5,100.0,10.802
computing and informatics,11896,0.496,0.5,6.7,100.0,1.838
journal of tropical forest science,11896,0.496,0.711,9.6,100.0,11.029
journal of contemporary physics-armenian academy of sciences,11898,0.495,0.402,4.2,100.0,4.118
journal of zoo and wildlife medicine,11899,0.494,0.634,10.1,99.03,22.183
managerial and decision economics,11899,0.494,,12.6,100.0,5.327
refractories and industrial ceramics,11899,0.494,0.355,7.4,95.2,8.929
studia universitatis babes-bolyai chemia,11899,0.494,0.34,3.5,98.04,8.192
egitim ve bilim-education and science,11903,0.493,0.687,6.0,100.0,8.175
homology homotopy and applications,11903,0.493,0.608,9.1,100.0,11.275
urologe,11903,0.493,0.401,5.7,95.16,5.294
history of psychiatry,11906,0.492,0.538,12.3,90.91,25.454
journal of beliefs & values-studies in religion & education,11906,0.492,0.694,7.3,96.97,7.795
veterinarski arhiv,11906,0.492,0.526,9.4,95.45,21.479
drustvena istrazivanja,11909,0.491,0.493,8.8,100.0,10.614
hokkaido mathematical journal,11909,0.491,0.397,17.6,100.0,15.895
shilap-revista de lepidopterologia,11909,0.491,0.516,6.5,100.0,11.386
journal of palestine studies,11912,0.49,0.467,18.5,100.0,27.922
journal of the australian library and information association,11912,0.49,0.49,,96.0,16.667
representations,11912,0.49,0.853,27.3,100.0,45.556
indian journal of chemistry section a-inorganic bio-inorganic physical theoretical & analytical chemistry,11915,0.489,0.537,12.3,100.0,7.627
kafkas universitesi veteriner fakultesi dergisi,11915,0.489,0.485,6.5,98.39,20.775
research and theory for nursing practice,11915,0.489,0.733,10.8,87.5,2.869
research and theory for nursing practice,11915,0.489,0.733,10.8,87.5,2.869
salud colectiva,11915,0.489,0.716,5.3,96.88,2.647
diagnostica,11920,0.488,1.0,15.4,100.0,4.198
journal of american history,11920,0.488,1.122,19.0,95.83,54.5
modern asian studies,11920,0.488,0.77,14.1,100.0,26.623
queen mary journal of intellectual property,11920,0.488,0.348,,100.0,16.558
revista signos,11920,0.488,0.676,7.0,100.0,26.471
romanian journal of legal medicine,11920,0.488,0.547,4.4,94.92,3.125
south african journal of industrial engineering,11920,0.488,0.705,4.3,97.01,3.125
at-automatisierungstechnik,11927,0.487,0.516,4.7,100.0,0.794
functional analysis and its applications,11927,0.487,0.487,37.0,100.0,10.774
journal of legal studies,11929,0.486,1.836,19.9,100.0,15.909
archive for mathematical logic,11930,0.485,0.469,10.2,100.0,20.734
asian-pacific economic literature,11930,0.485,0.481,8.2,100.0,7.951
journal of visual impairment & blindness,11930,0.485,0.759,11.8,93.33,3.521
library resources & technical services,11930,0.485,0.702,9.3,100.0,15.517
przemysl chemiczny,11930,0.485,0.405,4.4,100.0,7.202
rare metal materials and engineering,11930,0.485,0.488,5.7,97.0,7.685
romanian journal of information science and technology,11930,0.485,0.486,6.6,100.0,3.232
theory of probability and its applications,11930,0.485,0.463,40.9,100.0,2.016
target-international journal of translation studies,11930,0.485,0.886,13.6,100.0,25.936
comparative parasitology,11939,0.484,0.573,10.6,100.0,5.941
information & culture,11939,0.484,0.616,,100.0,28.507
theoretical and experimental chemistry,11939,0.484,0.574,10.6,86.11,6.497
enterprise & society,11942,0.483,0.671,9.3,97.14,21.991
journal of communications technology and electronics,11942,0.483,0.436,8.7,98.56,3.551
journal of commutative algebra,11942,0.483,0.451,7.2,100.0,14.969
journal of modern italian studies,11945,0.482,0.385,8.8,100.0,53.5
computer music journal,11946,0.481,0.517,18.3,100.0,0.459
inland water biology,11946,0.481,0.444,6.5,95.56,6.132
intelligence and national security,11946,0.481,,9.2,90.63,25.702
journal of animal and plant sciences,11946,0.481,0.67,5.8,97.64,22.535
revista de economia aplicada,11946,0.481,0.466,,,7.682
cosmic research,11951,0.48,0.492,10.4,100.0,4.258
hong kong journal of occupational therapy,11951,0.48,0.803,7.4,83.33,3.676
international journal of psychoanalysis,11951,0.48,0.551,29.6,100.0,57.692
journal of magnetics,11951,0.48,0.611,4.3,100.0,1.575
journal of risk,11951,0.48,0.552,18.8,93.75,6.019
zeitschrift fur sportpsychologie,11951,0.48,0.586,,100.0,1.786
austrian journal of forest science,11957,0.479,0.461,,100.0,9.559
journal of british studies,11957,0.479,0.709,14.3,100.0,51.5
ceskoslovenska psychologie,11959,0.478,0.329,8.3,96.36,6.884
civil engineering,11959,0.478,0.352,23.1,100.0,5.597
bulletin of the lebedev physics institute,11961,0.477,0.403,4.3,100.0,2.941
houston journal of mathematics,11961,0.477,0.422,13.8,100.0,14.66
malaysian journal of pathology,11961,0.477,0.652,7.2,94.0,4.487
proceedings of the japan academy series a-mathematical sciences,11961,0.477,0.447,25.7,100.0,14.66
progres en urologie,11961,0.477,0.486,7.2,86.36,4.118
computational geometry-theory and applications,11966,0.476,0.608,12.9,100.0,9.81
presidential studies quarterly,11966,0.476,,11.8,87.5,11.944
cytology and genetics,11968,0.475,0.528,6.0,100.0,3.672
early science and medicine,11968,0.475,0.353,11.6,95.0,37.302
indian journal of chemical technology,11968,0.475,0.564,10.9,98.57,7.195
international journal of art & design education,11968,0.475,0.558,8.1,100.0,7.414
asian survey,11972,0.474,0.497,14.9,100.0,25.325
isokinetics and exercise science,11972,0.474,0.692,9.0,97.56,2.973
polity,11972,0.474,0.609,13.4,100.0,11.389
turk psikiyatri dergisi,11975,0.473,0.732,12.2,89.47,4.61
rae-revista de administracao de empresas,11976,0.472,0.757,9.8,96.77,2.805
abhandlungen aus dem mathematischen seminar der universitat hamburg,11977,0.471,0.478,48.9,100.0,13.735
acta biologica colombiana,11977,0.471,,6.0,92.16,7.673
cahiers de biologie marine,11977,0.471,0.636,13.0,96.55,5.189
zeitschrift fur sexualforschung,11977,0.471,0.468,3.7,100.0,10.282
journal of avian medicine and surgery,11981,0.47,0.737,10.3,95.83,19.366
ethiopian journal of health development,11982,0.469,0.717,11.3,97.44,2.713
ethiopian journal of health development,11982,0.469,0.717,11.3,97.44,2.713
geodetski vestnik,11982,0.469,0.477,5.8,87.5,4.167
journal of agrometeorology,11982,0.469,0.472,6.2,100.0,5.465
osaka journal of mathematics,11982,0.469,0.492,21.8,100.0,13.426
natural product communications,11987,0.468,0.693,6.6,93.16,4.547
studia scientiarum mathematicarum hungarica,11987,0.468,0.413,21.4,100.0,13.117
australian journal of adult learning,11989,0.467,0.778,7.3,100.0,7.034
international arab journal of information technology,11989,0.467,0.654,5.3,100.0,2.431
journal of ceramic processing research,11989,0.467,0.476,7.5,100.0,5.357
journal of mathematics and music,11989,0.467,0.569,,100.0,4.245
proceedings of the steklov institute of mathematics,11989,0.467,0.506,8.7,100.0,9.0
social influence,11989,0.467,1.124,9.9,100.0,2.344
journal of group theory,11995,0.466,0.556,8.9,100.0,12.5
russian journal of genetics,11995,0.466,0.575,9.2,87.8,3.107
historical social research-historische sozialforschung,11997,0.465,0.67,7.4,100.0,34.489
journal of modern dynamics,11997,0.465,0.788,8.0,100.0,8.5
nematropica,11997,0.465,0.593,12.8,100.0,6.845
acta geotechnica slovenica,12000,0.464,0.478,,100.0,1.282
custos e agronegocio on line,12000,0.464,0.407,3.5,99.05,4.251
custos e agronegocio on line,12000,0.464,0.407,3.5,99.05,4.251
rocky mountain journal of mathematics,12000,0.464,0.492,16.2,100.0,11.883
historical studies in the natural sciences,12004,0.463,0.478,7.0,100.0,29.836
historical studies in the natural sciences,12004,0.463,0.478,7.0,100.0,29.836
progress in biochemistry and biophysics,12004,0.463,0.301,6.1,82.73,2.151
forum-a journal of applied research in contemporary politics,12007,0.462,0.503,6.7,100.0,10.833
international journal,12007,0.462,0.509,10.6,100.0,11.053
icelandic agricultural sciences,12007,0.462,1.091,8.6,100.0,23.276
international journal of music education,12007,0.462,0.7,8.1,100.0,6.654
modern italy,12007,0.462,,8.2,100.0,36.763
psychotherapeut,12007,0.462,0.404,7.0,89.47,2.672
radiologe,12007,0.462,0.382,8.4,88.57,1.88
revue des maladies respiratoires,12007,0.462,0.558,8.7,71.19,3.906
scandinavian journal of laboratory animal science,12007,0.462,0.436,,100.0,18.662
chemical & engineering news,12016,0.461,0.325,9.2,100.0,5.938
geomagnetism and aeronomy,12016,0.461,0.445,10.1,98.53,2.941
botanica serbica,12018,0.46,,6.7,100.0,7.479
international journal of industrial engineering-theory applications and practice,12018,0.46,0.9,6.9,98.21,2.021
medicina-buenos aires,12018,0.46,0.547,9.0,99.07,10.0
notarzt,12018,0.46,0.435,,100.0,11.29
planta daninha,12018,0.46,0.708,9.1,96.64,7.479
european history quarterly,12023,0.459,0.515,11.5,94.74,29.389
human ecology review,12023,0.459,0.819,13.0,100.0,6.589
acta alimentaria,12025,0.458,0.503,7.8,98.33,7.429
mechanika,12025,0.458,0.44,6.0,100.0,4.044
haseltonia,12027,0.457,0.645,6.4,100.0,6.624
acta poloniae pharmaceutica,12028,0.456,0.761,8.6,88.6,1.667
nihon reoroji gakkaishi,12028,0.456,0.417,7.6,100.0,5.306
zoology in the middle east,12028,0.456,0.665,8.8,100.0,6.25
anthropozoologica,12031,0.455,0.761,12.1,100.0,18.333
eastern european countryside,12031,0.455,0.585,,100.0,9.667
probus,12031,0.455,0.549,13.3,100.0,25.401
proceedings of the linnean society of new south wales,12031,0.455,0.351,71.7,100.0,7.191
revista de la sociedad entomologica argentina,12031,0.455,0.45,15.0,100.0,10.396
economia politica,12036,0.453,0.655,4.1,97.14,7.143
journal of urban history,12036,0.453,0.484,8.9,52.17,19.888
journal of psychology in africa,12036,0.453,0.569,5.9,96.2,6.159
noise control engineering journal,12036,0.453,0.67,8.7,100.0,4.353
novon,12036,0.453,0.43,13.0,93.75,6.197
social science history,12036,0.453,0.473,15.5,100.0,40.662
theology and science,12036,0.453,,4.5,97.62,34.127
anthropological science,12043,0.452,0.716,11.9,93.75,5.0
clinica y salud,12043,0.452,,11.3,94.74,1.908
history of education,12043,0.452,0.55,11.9,100.0,17.107
spectroscopy and spectral analysis,12043,0.452,0.401,5.5,99.68,1.19
university of pennsylvania journal of international law,12043,0.452,0.692,5.0,100.0,15.26
journal of policy history,12048,0.451,0.477,7.9,100.0,28.111
sumarski list,12048,0.451,0.508,8.4,93.62,8.088
australian journal of anthropology,12050,0.449,0.728,8.7,100.0,17.222
ieice transactions on information and systems,12050,0.449,0.436,6.1,99.38,3.348
indian journal of fibre & textile research,12050,0.449,0.652,10.2,100.0,18.75
funkcialaj ekvacioj-serio internacia,12053,0.448,0.494,22.6,100.0,7.999
interciencia,12053,0.448,0.418,10.7,100.0,4.464
semigroup forum,12053,0.448,0.608,12.3,100.0,11.574
western north american naturalist,12056,0.447,0.512,11.0,100.0,5.748
revista de biologia tropical,12057,0.446,0.68,11.4,98.1,6.989
herald of the russian academy of sciences,12058,0.445,0.399,9.0,92.86,23.664
optoelectronics and advanced materials-rapid communications,12058,0.445,0.381,7.4,100.0,3.673
aquatic insects,12060,0.444,0.605,14.8,100.0,9.406
analysis and geometry in metric spaces,12060,0.444,,,100.0,10.957
human heredity,12060,0.444,1.521,11.8,100.0,2.542
journal of marine science and technology-taiwan,12060,0.444,0.484,7.3,100.0,6.044
iheringia serie botanica,12064,0.443,0.394,6.5,100.0,5.769
instruments and experimental techniques,12064,0.443,0.422,10.2,100.0,3.644
politische vierteljahresschrift,12064,0.443,0.345,9.2,95.24,9.167
discrete mathematics and theoretical computer science,12067,0.442,0.715,7.4,100.0,6.284
politics religion & ideology,12067,0.442,,7.9,100.0,27.056
cepal review,12069,0.441,0.589,12.8,100.0,6.873
econ journal watch,12069,0.441,0.471,8.5,100.0,6.873
mathematical reports,12069,0.441,0.354,5.9,100.0,10.34
relations industrielles-industrial relations,12069,0.441,0.52,10.5,100.0,11.667
revista chapingo serie ciencias forestales y del ambiente,12069,0.441,0.553,7.8,90.0,6.618
contributions to indian sociology,12074,0.44,0.5,14.7,100.0,9.0
jarq-japan agricultural research quarterly,12074,0.44,0.651,13.0,81.08,21.552
journal of logic language and information,12074,0.44,0.632,15.0,100.0,10.898
pesquisa veterinaria brasileira,12074,0.44,0.557,7.3,97.84,17.958
polar-political and legal anthropology review,12074,0.44,0.754,8.8,100.0,16.111
social philosophy & policy,12074,0.44,0.726,18.0,100.0,15.366
trace elements and electrolytes,12074,0.44,0.494,8.8,100.0,2.499
journal of architectural and planning research,12081,0.439,0.564,16.4,,2.295
notfall & rettungsmedizin,12081,0.439,0.509,4.8,98.72,8.065
odonatologica,12081,0.439,0.55,21.1,100.0,8.416
progress in reaction kinetics and mechanism,12081,0.439,0.514,8.7,100.0,0.943
revista de biologia marina y oceanografia,12081,0.439,0.571,9.0,94.59,4.017
russian journal of numerical analysis and mathematical modelling,12081,0.439,0.46,7.5,100.0,3.75
south african journal of business management,12081,0.439,0.549,8.0,96.15,1.926
journal of operational risk,12088,0.438,0.625,8.2,100.0,5.093
tetsu to hagane-journal of the iron and steel institute of japan,12088,0.438,0.453,23.5,97.83,10.759
cultural studies of science education,12090,0.437,,7.2,97.06,24.613
entomological news,12090,0.437,0.418,28.2,100.0,7.426
journal of social history,12090,0.437,0.538,17.0,100.0,44.5
education as change,12093,0.436,0.698,5.9,100.0,5.513
journal of psychology and theology,12094,0.435,0.935,12.8,100.0,5.435
puerto rico health sciences journal,12094,0.435,0.493,9.4,100.0,2.85
vie et milieu-life and environment,12096,0.434,0.5,15.9,100.0,3.288
austrian history yearbook,12097,0.433,0.313,8.9,100.0,43.5
boletin de malariologia y salud ambiental,12097,0.433,0.52,4.4,100.0,1.985
language problems & language planning,12097,0.433,0.437,9.6,84.62,24.866
review of central and east european law,12097,0.433,0.635,,100.0,14.61
agricultural history,12101,0.432,0.444,27.5,95.45,24.218
agricultural history,12101,0.432,0.444,27.5,95.45,24.218
cryptologia,12101,0.432,0.366,19.2,95.83,12.487
internist,12101,0.432,0.345,5.8,98.31,9.394
zhurnal vysshei nervnoi deyatelnosti imeni i p pavlova,12101,0.432,0.382,7.8,80.0,4.963
european business organization law review,12106,0.431,0.443,7.2,100.0,7.803
journal of value inquiry,12106,0.431,0.429,13.6,96.3,13.636
parallax,12106,0.431,0.692,8.5,100.0,41.111
revista de la construccion,12109,0.43,0.478,4.4,100.0,6.79
bijdragen tot de taal- land- en volkenkunde,12110,0.429,0.468,21.6,80.0,15.0
british journal of hospital medicine,12110,0.429,0.388,7.1,75.84,8.788
onomazein,12110,0.429,0.429,5.7,97.44,24.332
pragmatics and society,12110,0.429,0.542,5.8,100.0,24.332
iranian red crescent medical journal,12114,0.427,1.054,5.3,86.27,8.182
journal of the society of leather technologists and chemists,12114,0.427,0.483,12.4,100.0,14.583
american mathematical monthly,12116,0.426,0.442,43.8,100.0,10.031
ankara universitesi veteriner fakultesi dergisi,12116,0.426,0.41,7.2,98.33,17.254
jcpsp-journal of the college of physicians and surgeons pakistan,12116,0.426,0.513,7.5,97.1,7.576
journal of knot theory and its ramifications,12116,0.426,0.402,9.5,100.0,10.031
planning perspectives,12116,0.426,0.769,10.9,100.0,25.0
scienceasia,12121,0.425,0.531,8.0,95.95,13.38
serials review,12121,0.425,0.424,7.7,94.59,13.218
contemporary pacific,12123,0.424,0.6,15.6,85.0,22.727
high temperatures-high pressures,12123,0.424,0.467,19.8,100.0,4.286
cadmo,12125,0.423,0.349,,100.0,5.133
journal of baltic studies,12125,0.423,0.575,10.5,100.0,21.429
thermophysics and aeromechanics,12125,0.423,0.63,5.5,100.0,2.968
acta scientiarum-technology,12128,0.422,0.537,5.7,100.0,11.972
agrarforschung schweiz,12128,0.422,0.247,4.2,100.0,18.103
acta arithmetica,12130,0.421,0.543,18.9,100.0,9.414
algebra colloquium,12130,0.421,0.463,8.5,100.0,6.149
african journalism studies,12132,0.42,0.517,,100.0,4.891
historical materialism-research in critical marxist theory,12132,0.42,0.483,10.6,100.0,8.056
